temperature_2m_mean,precipitation_sum,date,city,year,month,season
5.7,0.0,2020-01-01,edinburgh,2020,1,Winter
9.1,5.0,2020-01-02,edinburgh,2020,1,Winter
5.8,0.0,2020-01-03,edinburgh,2020,1,Winter
7.9,0.2,2020-01-04,edinburgh,2020,1,Winter
8.9,0.0,2020-01-05,edinburgh,2020,1,Winter
8.2,5.5,2020-01-06,edinburgh,2020,1,Winter
9.9,2.3,2020-01-07,edinburgh,2020,1,Winter
5.4,0.2,2020-01-08,edinburgh,2020,1,Winter
3.3,6.4,2020-01-09,edinburgh,2020,1,Winter
4.0,4.1,2020-01-10,edinburgh,2020,1,Winter
9.3,16.4,2020-01-11,edinburgh,2020,1,Winter
4.8,0.1,2020-01-12,edinburgh,2020,1,Winter
5.4,8.1,2020-01-13,edinburgh,2020,1,Winter
4.5,3.5,2020-01-14,edinburgh,2020,1,Winter
5.4,0.0,2020-01-15,edinburgh,2020,1,Winter
7.2,4.2,2020-01-16,edinburgh,2020,1,Winter
4.7,0.0,2020-01-17,edinburgh,2020,1,Winter
3.7,0.0,2020-01-18,edinburgh,2020,1,Winter
4.1,0.0,2020-01-19,edinburgh,2020,1,Winter
6.4,0.0,2020-01-20,edinburgh,2020,1,Winter
8.8,0.0,2020-01-21,edinburgh,2020,1,Winter
9.6,0.0,2020-01-22,edinburgh,2020,1,Winter
8.1,0.0,2020-01-23,edinburgh,2020,1,Winter
8.3,0.0,2020-01-24,edinburgh,2020,1,Winter
7.5,0.0,2020-01-25,edinburgh,2020,1,Winter
5.7,2.7,2020-01-26,edinburgh,2020,1,Winter
3.2,2.6,2020-01-27,edinburgh,2020,1,Winter
3.2,1.4,2020-01-28,edinburgh,2020,1,Winter
5.4,9.9,2020-01-29,edinburgh,2020,1,Winter
8.5,0.9,2020-01-30,edinburgh,2020,1,Winter
9.9,1.6,2020-01-31,edinburgh,2020,1,Winter
7.5,6.4,2020-02-01,edinburgh,2020,2,Winter
4.7,2.9,2020-02-02,edinburgh,2020,2,Winter
5.3,0.6,2020-02-03,edinburgh,2020,2,Winter
5.7,0.0,2020-02-04,edinburgh,2020,2,Winter
5.4,0.0,2020-02-05,edinburgh,2020,2,Winter
4.5,0.0,2020-02-06,edinburgh,2020,2,Winter
3.5,0.2,2020-02-07,edinburgh,2020,2,Winter
6.6,14.2,2020-02-08,edinburgh,2020,2,Winter
7.3,17.5,2020-02-09,edinburgh,2020,2,Winter
3.5,2.8,2020-02-10,edinburgh,2020,2,Winter
3.1,1.6,2020-02-11,edinburgh,2020,2,Winter
2.5,0.0,2020-02-12,edinburgh,2020,2,Winter
3.2,5.1,2020-02-13,edinburgh,2020,2,Winter
5.6,2.5,2020-02-14,edinburgh,2020,2,Winter
7.1,13.7,2020-02-15,edinburgh,2020,2,Winter
6.0,3.0,2020-02-16,edinburgh,2020,2,Winter
5.4,2.8,2020-02-17,edinburgh,2020,2,Winter
3.9,4.3,2020-02-18,edinburgh,2020,2,Winter
5.7,4.8,2020-02-19,edinburgh,2020,2,Winter
5.4,7.6,2020-02-20,edinburgh,2020,2,Winter
7.5,17.0,2020-02-21,edinburgh,2020,2,Winter
4.9,9.1,2020-02-22,edinburgh,2020,2,Winter
4.0,2.9,2020-02-23,edinburgh,2020,2,Winter
2.4,9.8,2020-02-24,edinburgh,2020,2,Winter
2.4,0.8,2020-02-25,edinburgh,2020,2,Winter
2.1,0.0,2020-02-26,edinburgh,2020,2,Winter
2.7,0.6,2020-02-27,edinburgh,2020,2,Winter
3.9,5.6,2020-02-28,edinburgh,2020,2,Winter
4.9,9.1,2020-02-29,edinburgh,2020,2,Winter
4.1,12.6,2020-03-01,edinburgh,2020,3,Spring
3.4,0.2,2020-03-02,edinburgh,2020,3,Spring
4.4,2.2,2020-03-03,edinburgh,2020,3,Spring
3.4,0.5,2020-03-04,edinburgh,2020,3,Spring
2.4,0.6,2020-03-05,edinburgh,2020,3,Spring
3.3,0.3,2020-03-06,edinburgh,2020,3,Spring
7.8,4.1,2020-03-07,edinburgh,2020,3,Spring
7.1,0.8,2020-03-08,edinburgh,2020,3,Spring
6.4,5.0,2020-03-09,edinburgh,2020,3,Spring
7.6,3.4,2020-03-10,edinburgh,2020,3,Spring
5.1,6.6,2020-03-11,edinburgh,2020,3,Spring
3.7,7.1,2020-03-12,edinburgh,2020,3,Spring
3.8,0.1,2020-03-13,edinburgh,2020,3,Spring
6.6,4.0,2020-03-14,edinburgh,2020,3,Spring
7.3,1.1,2020-03-15,edinburgh,2020,3,Spring
5.8,4.3,2020-03-16,edinburgh,2020,3,Spring
7.7,13.3,2020-03-17,edinburgh,2020,3,Spring
5.0,0.6,2020-03-18,edinburgh,2020,3,Spring
4.7,0.0,2020-03-19,edinburgh,2020,3,Spring
3.0,0.0,2020-03-20,edinburgh,2020,3,Spring
4.2,0.0,2020-03-21,edinburgh,2020,3,Spring
4.4,0.0,2020-03-22,edinburgh,2020,3,Spring
6.7,0.0,2020-03-23,edinburgh,2020,3,Spring
9.3,0.0,2020-03-24,edinburgh,2020,3,Spring
9.7,0.1,2020-03-25,edinburgh,2020,3,Spring
6.9,2.8,2020-03-26,edinburgh,2020,3,Spring
5.8,3.2,2020-03-27,edinburgh,2020,3,Spring
4.5,0.4,2020-03-28,edinburgh,2020,3,Spring
3.8,0.0,2020-03-29,edinburgh,2020,3,Spring
6.4,1.3,2020-03-30,edinburgh,2020,3,Spring
6.5,0.2,2020-03-31,edinburgh,2020,3,Spring
7.0,0.0,2020-04-01,edinburgh,2020,4,Spring
6.6,0.0,2020-04-02,edinburgh,2020,4,Spring
4.8,0.8,2020-04-03,edinburgh,2020,4,Spring
7.8,0.0,2020-04-04,edinburgh,2020,4,Spring
12.3,0.4,2020-04-05,edinburgh,2020,4,Spring
10.3,1.2,2020-04-06,edinburgh,2020,4,Spring
8.9,0.0,2020-04-07,edinburgh,2020,4,Spring
10.6,1.0,2020-04-08,edinburgh,2020,4,Spring
7.9,0.5,2020-04-09,edinburgh,2020,4,Spring
10.3,0.5,2020-04-10,edinburgh,2020,4,Spring
11.9,0.0,2020-04-11,edinburgh,2020,4,Spring
8.1,0.1,2020-04-12,edinburgh,2020,4,Spring
4.8,0.0,2020-04-13,edinburgh,2020,4,Spring
7.1,0.0,2020-04-14,edinburgh,2020,4,Spring
9.5,0.0,2020-04-15,edinburgh,2020,4,Spring
8.0,0.0,2020-04-16,edinburgh,2020,4,Spring
6.8,0.0,2020-04-17,edinburgh,2020,4,Spring
6.3,0.0,2020-04-18,edinburgh,2020,4,Spring
7.6,0.0,2020-04-19,edinburgh,2020,4,Spring
7.6,0.0,2020-04-20,edinburgh,2020,4,Spring
8.1,0.0,2020-04-21,edinburgh,2020,4,Spring
8.5,0.0,2020-04-22,edinburgh,2020,4,Spring
8.5,0.0,2020-04-23,edinburgh,2020,4,Spring
8.3,0.0,2020-04-24,edinburgh,2020,4,Spring
9.5,0.0,2020-04-25,edinburgh,2020,4,Spring
9.8,0.0,2020-04-26,edinburgh,2020,4,Spring
7.2,0.0,2020-04-27,edinburgh,2020,4,Spring
6.9,0.6,2020-04-28,edinburgh,2020,4,Spring
6.9,3.2,2020-04-29,edinburgh,2020,4,Spring
7.8,3.0,2020-04-30,edinburgh,2020,4,Spring
9.1,2.0,2020-05-01,edinburgh,2020,5,Spring
9.4,0.4,2020-05-02,edinburgh,2020,5,Spring
8.7,0.7,2020-05-03,edinburgh,2020,5,Spring
7.4,2.1,2020-05-04,edinburgh,2020,5,Spring
7.5,0.0,2020-05-05,edinburgh,2020,5,Spring
9.6,0.0,2020-05-06,edinburgh,2020,5,Spring
12.1,1.0,2020-05-07,edinburgh,2020,5,Spring
13.8,0.8,2020-05-08,edinburgh,2020,5,Spring
13.4,1.2,2020-05-09,edinburgh,2020,5,Spring
5.8,1.9,2020-05-10,edinburgh,2020,5,Spring
6.1,0.0,2020-05-11,edinburgh,2020,5,Spring
7.3,3.2,2020-05-12,edinburgh,2020,5,Spring
5.3,0.0,2020-05-13,edinburgh,2020,5,Spring
8.3,0.0,2020-05-14,edinburgh,2020,5,Spring
9.3,0.0,2020-05-15,edinburgh,2020,5,Spring
10.5,0.1,2020-05-16,edinburgh,2020,5,Spring
11.7,1.7,2020-05-17,edinburgh,2020,5,Spring
13.4,1.5,2020-05-18,edinburgh,2020,5,Spring
14.6,5.3,2020-05-19,edinburgh,2020,5,Spring
16.8,0.4,2020-05-20,edinburgh,2020,5,Spring
14.0,1.2,2020-05-21,edinburgh,2020,5,Spring
13.5,6.4,2020-05-22,edinburgh,2020,5,Spring
10.4,7.9,2020-05-23,edinburgh,2020,5,Spring
12.7,0.1,2020-05-24,edinburgh,2020,5,Spring
13.7,0.0,2020-05-25,edinburgh,2020,5,Spring
13.9,0.0,2020-05-26,edinburgh,2020,5,Spring
12.4,0.6,2020-05-27,edinburgh,2020,5,Spring
17.2,0.0,2020-05-28,edinburgh,2020,5,Spring
18.3,0.0,2020-05-29,edinburgh,2020,5,Spring
16.2,0.0,2020-05-30,edinburgh,2020,5,Spring
14.1,0.0,2020-05-31,edinburgh,2020,5,Spring
16.0,0.0,2020-06-01,edinburgh,2020,6,Summer
15.6,4.0,2020-06-02,edinburgh,2020,6,Summer
10.5,4.8,2020-06-03,edinburgh,2020,6,Summer
9.3,3.5,2020-06-04,edinburgh,2020,6,Summer
8.9,4.2,2020-06-05,edinburgh,2020,6,Summer
11.0,2.7,2020-06-06,edinburgh,2020,6,Summer
10.6,1.1,2020-06-07,edinburgh,2020,6,Summer
9.7,0.0,2020-06-08,edinburgh,2020,6,Summer
11.4,1.5,2020-06-09,edinburgh,2020,6,Summer
11.1,9.8,2020-06-10,edinburgh,2020,6,Summer
10.9,3.4,2020-06-11,edinburgh,2020,6,Summer
11.7,1.6,2020-06-12,edinburgh,2020,6,Summer
11.9,7.0,2020-06-13,edinburgh,2020,6,Summer
13.1,1.0,2020-06-14,edinburgh,2020,6,Summer
12.3,1.7,2020-06-15,edinburgh,2020,6,Summer
13.5,0.5,2020-06-16,edinburgh,2020,6,Summer
12.9,2.9,2020-06-17,edinburgh,2020,6,Summer
11.5,0.0,2020-06-18,edinburgh,2020,6,Summer
13.9,3.1,2020-06-19,edinburgh,2020,6,Summer
15.7,0.4,2020-06-20,edinburgh,2020,6,Summer
14.3,5.4,2020-06-21,edinburgh,2020,6,Summer
14.4,1.3,2020-06-22,edinburgh,2020,6,Summer
16.7,1.2,2020-06-23,edinburgh,2020,6,Summer
18.8,0.1,2020-06-24,edinburgh,2020,6,Summer
17.8,0.0,2020-06-25,edinburgh,2020,6,Summer
15.7,3.6,2020-06-26,edinburgh,2020,6,Summer
15.4,2.6,2020-06-27,edinburgh,2020,6,Summer
12.9,6.8,2020-06-28,edinburgh,2020,6,Summer
12.7,11.2,2020-06-29,edinburgh,2020,6,Summer
14.5,0.7,2020-06-30,edinburgh,2020,6,Summer
11.9,2.3,2020-07-01,edinburgh,2020,7,Summer
12.6,0.1,2020-07-02,edinburgh,2020,7,Summer
12.9,14.2,2020-07-03,edinburgh,2020,7,Summer
13.2,4.5,2020-07-04,edinburgh,2020,7,Summer
13.0,5.4,2020-07-05,edinburgh,2020,7,Summer
12.9,0.8,2020-07-06,edinburgh,2020,7,Summer
12.8,0.8,2020-07-07,edinburgh,2020,7,Summer
12.3,2.2,2020-07-08,edinburgh,2020,7,Summer
13.3,3.6,2020-07-09,edinburgh,2020,7,Summer
13.0,2.2,2020-07-10,edinburgh,2020,7,Summer
13.0,0.1,2020-07-11,edinburgh,2020,7,Summer
14.5,0.0,2020-07-12,edinburgh,2020,7,Summer
15.5,2.2,2020-07-13,edinburgh,2020,7,Summer
13.7,0.0,2020-07-14,edinburgh,2020,7,Summer
14.3,1.1,2020-07-15,edinburgh,2020,7,Summer
16.7,0.1,2020-07-16,edinburgh,2020,7,Summer
16.1,1.9,2020-07-17,edinburgh,2020,7,Summer
14.4,0.0,2020-07-18,edinburgh,2020,7,Summer
12.9,0.2,2020-07-19,edinburgh,2020,7,Summer
13.0,0.1,2020-07-20,edinburgh,2020,7,Summer
13.8,0.0,2020-07-21,edinburgh,2020,7,Summer
14.3,7.7,2020-07-22,edinburgh,2020,7,Summer
16.0,9.0,2020-07-23,edinburgh,2020,7,Summer
15.2,0.4,2020-07-24,edinburgh,2020,7,Summer
16.2,5.6,2020-07-25,edinburgh,2020,7,Summer
14.5,0.5,2020-07-26,edinburgh,2020,7,Summer
13.5,21.8,2020-07-27,edinburgh,2020,7,Summer
12.8,0.1,2020-07-28,edinburgh,2020,7,Summer
13.0,0.1,2020-07-29,edinburgh,2020,7,Summer
13.7,7.0,2020-07-30,edinburgh,2020,7,Summer
20.1,0.9,2020-07-31,edinburgh,2020,7,Summer
16.2,2.1,2020-08-01,edinburgh,2020,8,Summer
13.9,2.9,2020-08-02,edinburgh,2020,8,Summer
12.8,0.3,2020-08-03,edinburgh,2020,8,Summer
14.7,16.0,2020-08-04,edinburgh,2020,8,Summer
17.2,8.6,2020-08-05,edinburgh,2020,8,Summer
17.2,0.0,2020-08-06,edinburgh,2020,8,Summer
18.3,0.4,2020-08-07,edinburgh,2020,8,Summer
14.5,0.0,2020-08-08,edinburgh,2020,8,Summer
13.6,0.0,2020-08-09,edinburgh,2020,8,Summer
14.3,0.7,2020-08-10,edinburgh,2020,8,Summer
15.4,7.7,2020-08-11,edinburgh,2020,8,Summer
16.9,0.1,2020-08-12,edinburgh,2020,8,Summer
15.7,0.0,2020-08-13,edinburgh,2020,8,Summer
15.0,0.0,2020-08-14,edinburgh,2020,8,Summer
14.9,0.0,2020-08-15,edinburgh,2020,8,Summer
13.8,0.0,2020-08-16,edinburgh,2020,8,Summer
13.7,6.3,2020-08-17,edinburgh,2020,8,Summer
15.7,11.0,2020-08-18,edinburgh,2020,8,Summer
16.3,0.9,2020-08-19,edinburgh,2020,8,Summer
18.0,3.6,2020-08-20,edinburgh,2020,8,Summer
16.3,7.0,2020-08-21,edinburgh,2020,8,Summer
15.4,1.3,2020-08-22,edinburgh,2020,8,Summer
13.3,1.7,2020-08-23,edinburgh,2020,8,Summer
12.1,2.4,2020-08-24,edinburgh,2020,8,Summer
12.7,23.3,2020-08-25,edinburgh,2020,8,Summer
12.5,10.3,2020-08-26,edinburgh,2020,8,Summer
12.5,11.2,2020-08-27,edinburgh,2020,8,Summer
12.0,6.4,2020-08-28,edinburgh,2020,8,Summer
11.1,0.8,2020-08-29,edinburgh,2020,8,Summer
11.3,0.0,2020-08-30,edinburgh,2020,8,Summer
12.2,0.0,2020-08-31,edinburgh,2020,8,Summer
13.7,0.0,2020-09-01,edinburgh,2020,9,Autumn
15.2,9.2,2020-09-02,edinburgh,2020,9,Autumn
15.0,1.2,2020-09-03,edinburgh,2020,9,Autumn
13.0,0.8,2020-09-04,edinburgh,2020,9,Autumn
12.2,0.0,2020-09-05,edinburgh,2020,9,Autumn
12.7,0.4,2020-09-06,edinburgh,2020,9,Autumn
15.2,12.8,2020-09-07,edinburgh,2020,9,Autumn
17.2,0.4,2020-09-08,edinburgh,2020,9,Autumn
13.4,0.2,2020-09-09,edinburgh,2020,9,Autumn
11.8,0.2,2020-09-10,edinburgh,2020,9,Autumn
12.9,3.7,2020-09-11,edinburgh,2020,9,Autumn
12.5,5.6,2020-09-12,edinburgh,2020,9,Autumn
16.9,4.3,2020-09-13,edinburgh,2020,9,Autumn
16.2,0.0,2020-09-14,edinburgh,2020,9,Autumn
16.1,1.4,2020-09-15,edinburgh,2020,9,Autumn
12.0,1.2,2020-09-16,edinburgh,2020,9,Autumn
13.0,0.0,2020-09-17,edinburgh,2020,9,Autumn
12.3,0.0,2020-09-18,edinburgh,2020,9,Autumn
11.3,0.0,2020-09-19,edinburgh,2020,9,Autumn
13.3,0.3,2020-09-20,edinburgh,2020,9,Autumn
12.8,0.0,2020-09-21,edinburgh,2020,9,Autumn
13.7,0.9,2020-09-22,edinburgh,2020,9,Autumn
9.6,0.6,2020-09-23,edinburgh,2020,9,Autumn
8.3,0.4,2020-09-24,edinburgh,2020,9,Autumn
8.7,1.5,2020-09-25,edinburgh,2020,9,Autumn
8.2,0.0,2020-09-26,edinburgh,2020,9,Autumn
7.1,0.0,2020-09-27,edinburgh,2020,9,Autumn
10.1,0.2,2020-09-28,edinburgh,2020,9,Autumn
10.2,0.0,2020-09-29,edinburgh,2020,9,Autumn
11.4,3.0,2020-09-30,edinburgh,2020,9,Autumn
9.2,9.7,2020-10-01,edinburgh,2020,10,Autumn
8.6,0.7,2020-10-02,edinburgh,2020,10,Autumn
9.7,38.0,2020-10-03,edinburgh,2020,10,Autumn
12.1,11.7,2020-10-04,edinburgh,2020,10,Autumn
10.7,8.3,2020-10-05,edinburgh,2020,10,Autumn
11.0,3.5,2020-10-06,edinburgh,2020,10,Autumn
10.7,0.4,2020-10-07,edinburgh,2020,10,Autumn
8.8,0.6,2020-10-08,edinburgh,2020,10,Autumn
7.9,2.1,2020-10-09,edinburgh,2020,10,Autumn
9.2,3.2,2020-10-10,edinburgh,2020,10,Autumn
9.2,0.1,2020-10-11,edinburgh,2020,10,Autumn
8.9,7.1,2020-10-12,edinburgh,2020,10,Autumn
8.6,7.8,2020-10-13,edinburgh,2020,10,Autumn
10.1,8.6,2020-10-14,edinburgh,2020,10,Autumn
7.9,1.2,2020-10-15,edinburgh,2020,10,Autumn
8.3,0.8,2020-10-16,edinburgh,2020,10,Autumn
8.7,1.7,2020-10-17,edinburgh,2020,10,Autumn
8.0,0.0,2020-10-18,edinburgh,2020,10,Autumn
10.8,9.6,2020-10-19,edinburgh,2020,10,Autumn
11.5,3.0,2020-10-20,edinburgh,2020,10,Autumn
12.3,1.2,2020-10-21,edinburgh,2020,10,Autumn
9.2,1.5,2020-10-22,edinburgh,2020,10,Autumn
8.0,3.1,2020-10-23,edinburgh,2020,10,Autumn
9.6,4.0,2020-10-24,edinburgh,2020,10,Autumn
8.4,0.0,2020-10-25,edinburgh,2020,10,Autumn
9.0,1.8,2020-10-26,edinburgh,2020,10,Autumn
7.7,7.5,2020-10-27,edinburgh,2020,10,Autumn
7.9,0.2,2020-10-28,edinburgh,2020,10,Autumn
9.9,5.2,2020-10-29,edinburgh,2020,10,Autumn
10.2,0.0,2020-10-30,edinburgh,2020,10,Autumn
10.4,5.1,2020-10-31,edinburgh,2020,10,Autumn
9.7,10.8,2020-11-01,edinburgh,2020,11,Autumn
8.4,2.8,2020-11-02,edinburgh,2020,11,Autumn
6.1,3.4,2020-11-03,edinburgh,2020,11,Autumn
7.5,0.1,2020-11-04,edinburgh,2020,11,Autumn
10.4,0.0,2020-11-05,edinburgh,2020,11,Autumn
7.6,0.0,2020-11-06,edinburgh,2020,11,Autumn
4.4,0.0,2020-11-07,edinburgh,2020,11,Autumn
7.6,10.1,2020-11-08,edinburgh,2020,11,Autumn
9.2,0.1,2020-11-09,edinburgh,2020,11,Autumn
10.4,0.0,2020-11-10,edinburgh,2020,11,Autumn
10.9,2.3,2020-11-11,edinburgh,2020,11,Autumn
10.0,0.6,2020-11-12,edinburgh,2020,11,Autumn
8.7,1.5,2020-11-13,edinburgh,2020,11,Autumn
9.7,1.9,2020-11-14,edinburgh,2020,11,Autumn
9.0,6.9,2020-11-15,edinburgh,2020,11,Autumn
9.5,0.9,2020-11-16,edinburgh,2020,11,Autumn
13.7,3.8,2020-11-17,edinburgh,2020,11,Autumn
10.9,4.6,2020-11-18,edinburgh,2020,11,Autumn
4.3,0.2,2020-11-19,edinburgh,2020,11,Autumn
9.0,1.6,2020-11-20,edinburgh,2020,11,Autumn
8.9,2.9,2020-11-21,edinburgh,2020,11,Autumn
6.2,0.0,2020-11-22,edinburgh,2020,11,Autumn
8.4,5.1,2020-11-23,edinburgh,2020,11,Autumn
10.8,8.0,2020-11-24,edinburgh,2020,11,Autumn
6.5,0.1,2020-11-25,edinburgh,2020,11,Autumn
4.7,0.0,2020-11-26,edinburgh,2020,11,Autumn
4.9,0.0,2020-11-27,edinburgh,2020,11,Autumn
3.3,0.0,2020-11-28,edinburgh,2020,11,Autumn
6.0,0.0,2020-11-29,edinburgh,2020,11,Autumn
7.4,1.4,2020-11-30,edinburgh,2020,11,Autumn
5.1,0.0,2020-12-01,edinburgh,2020,12,Winter
6.4,0.2,2020-12-02,edinburgh,2020,12,Winter
2.6,1.9,2020-12-03,edinburgh,2020,12,Winter
4.8,37.9,2020-12-04,edinburgh,2020,12,Winter
5.4,8.8,2020-12-05,edinburgh,2020,12,Winter
3.7,0.3,2020-12-06,edinburgh,2020,12,Winter
3.2,3.8,2020-12-07,edinburgh,2020,12,Winter
4.9,8.2,2020-12-08,edinburgh,2020,12,Winter
5.2,1.4,2020-12-09,edinburgh,2020,12,Winter
5.2,3.4,2020-12-10,edinburgh,2020,12,Winter
5.7,6.1,2020-12-11,edinburgh,2020,12,Winter
5.5,4.6,2020-12-12,edinburgh,2020,12,Winter
5.5,3.3,2020-12-13,edinburgh,2020,12,Winter
8.2,1.3,2020-12-14,edinburgh,2020,12,Winter
7.4,0.0,2020-12-15,edinburgh,2020,12,Winter
7.7,4.0,2020-12-16,edinburgh,2020,12,Winter
7.8,0.9,2020-12-17,edinburgh,2020,12,Winter
11.2,2.8,2020-12-18,edinburgh,2020,12,Winter
8.1,2.7,2020-12-19,edinburgh,2020,12,Winter
6.2,0.1,2020-12-20,edinburgh,2020,12,Winter
5.9,3.5,2020-12-21,edinburgh,2020,12,Winter
4.6,0.0,2020-12-22,edinburgh,2020,12,Winter
3.7,0.8,2020-12-23,edinburgh,2020,12,Winter
1.3,0.4,2020-12-24,edinburgh,2020,12,Winter
3.4,0.0,2020-12-25,edinburgh,2020,12,Winter
6.2,14.3,2020-12-26,edinburgh,2020,12,Winter
2.5,0.7,2020-12-27,edinburgh,2020,12,Winter
1.3,0.5,2020-12-28,edinburgh,2020,12,Winter
2.1,2.2,2020-12-29,edinburgh,2020,12,Winter
0.1,0.9,2020-12-30,edinburgh,2020,12,Winter
2.1,6.7,2020-12-31,edinburgh,2020,12,Winter
2.3,0.0,2021-01-01,edinburgh,2021,1,Winter
0.8,0.0,2021-01-02,edinburgh,2021,1,Winter
2.4,5.2,2021-01-03,edinburgh,2021,1,Winter
3.4,10.9,2021-01-04,edinburgh,2021,1,Winter
2.8,3.3,2021-01-05,edinburgh,2021,1,Winter
0.7,0.9,2021-01-06,edinburgh,2021,1,Winter
1.1,2.6,2021-01-07,edinburgh,2021,1,Winter
-1.0,1.7,2021-01-08,edinburgh,2021,1,Winter
0.5,0.0,2021-01-09,edinburgh,2021,1,Winter
5.3,0.3,2021-01-10,edinburgh,2021,1,Winter
7.0,7.0,2021-01-11,edinburgh,2021,1,Winter
0.7,0.1,2021-01-12,edinburgh,2021,1,Winter
0.4,3.3,2021-01-13,edinburgh,2021,1,Winter
2.1,13.1,2021-01-14,edinburgh,2021,1,Winter
1.6,0.3,2021-01-15,edinburgh,2021,1,Winter
5.3,10.2,2021-01-16,edinburgh,2021,1,Winter
5.0,1.1,2021-01-17,edinburgh,2021,1,Winter
5.5,3.9,2021-01-18,edinburgh,2021,1,Winter
4.0,9.6,2021-01-19,edinburgh,2021,1,Winter
2.0,10.4,2021-01-20,edinburgh,2021,1,Winter
2.0,6.5,2021-01-21,edinburgh,2021,1,Winter
1.7,0.0,2021-01-22,edinburgh,2021,1,Winter
-0.6,0.0,2021-01-23,edinburgh,2021,1,Winter
-0.1,0.0,2021-01-24,edinburgh,2021,1,Winter
2.4,0.5,2021-01-25,edinburgh,2021,1,Winter
2.6,6.0,2021-01-26,edinburgh,2021,1,Winter
3.6,1.0,2021-01-27,edinburgh,2021,1,Winter
3.2,10.7,2021-01-28,edinburgh,2021,1,Winter
3.5,14.3,2021-01-29,edinburgh,2021,1,Winter
2.1,0.6,2021-01-30,edinburgh,2021,1,Winter
0.6,0.0,2021-01-31,edinburgh,2021,1,Winter
1.1,0.6,2021-02-01,edinburgh,2021,2,Winter
2.1,7.4,2021-02-02,edinburgh,2021,2,Winter
2.2,12.5,2021-02-03,edinburgh,2021,2,Winter
3.0,10.7,2021-02-04,edinburgh,2021,2,Winter
3.6,12.5,2021-02-05,edinburgh,2021,2,Winter
2.9,4.2,2021-02-06,edinburgh,2021,2,Winter
1.2,0.5,2021-02-07,edinburgh,2021,2,Winter
0.2,2.2,2021-02-08,edinburgh,2021,2,Winter
-0.3,6.1,2021-02-09,edinburgh,2021,2,Winter
-2.0,3.8,2021-02-10,edinburgh,2021,2,Winter
-1.4,0.0,2021-02-11,edinburgh,2021,2,Winter
-0.6,0.0,2021-02-12,edinburgh,2021,2,Winter
-1.6,0.2,2021-02-13,edinburgh,2021,2,Winter
4.4,1.6,2021-02-14,edinburgh,2021,2,Winter
7.9,0.4,2021-02-15,edinburgh,2021,2,Winter
8.0,1.3,2021-02-16,edinburgh,2021,2,Winter
6.8,1.4,2021-02-17,edinburgh,2021,2,Winter
6.9,3.3,2021-02-18,edinburgh,2021,2,Winter
7.7,7.0,2021-02-19,edinburgh,2021,2,Winter
10.1,6.0,2021-02-20,edinburgh,2021,2,Winter
8.0,0.0,2021-02-21,edinburgh,2021,2,Winter
7.4,0.2,2021-02-22,edinburgh,2021,2,Winter
9.4,8.3,2021-02-23,edinburgh,2021,2,Winter
9.9,0.9,2021-02-24,edinburgh,2021,2,Winter
6.7,0.2,2021-02-25,edinburgh,2021,2,Winter
6.6,0.0,2021-02-26,edinburgh,2021,2,Winter
7.9,0.0,2021-02-27,edinburgh,2021,2,Winter
6.8,0.1,2021-02-28,edinburgh,2021,2,Winter
3.8,0.0,2021-03-01,edinburgh,2021,3,Spring
2.7,0.0,2021-03-02,edinburgh,2021,3,Spring
2.9,0.0,2021-03-03,edinburgh,2021,3,Spring
3.7,2.3,2021-03-04,edinburgh,2021,3,Spring
1.8,0.0,2021-03-05,edinburgh,2021,3,Spring
2.8,0.0,2021-03-06,edinburgh,2021,3,Spring
5.5,0.7,2021-03-07,edinburgh,2021,3,Spring
7.4,2.4,2021-03-08,edinburgh,2021,3,Spring
7.3,5.4,2021-03-09,edinburgh,2021,3,Spring
7.6,8.0,2021-03-10,edinburgh,2021,3,Spring
6.0,4.3,2021-03-11,edinburgh,2021,3,Spring
4.5,2.1,2021-03-12,edinburgh,2021,3,Spring
4.1,0.6,2021-03-13,edinburgh,2021,3,Spring
5.6,0.3,2021-03-14,edinburgh,2021,3,Spring
6.4,1.6,2021-03-15,edinburgh,2021,3,Spring
9.7,0.2,2021-03-16,edinburgh,2021,3,Spring
7.5,0.2,2021-03-17,edinburgh,2021,3,Spring
9.4,0.0,2021-03-18,edinburgh,2021,3,Spring
8.0,0.0,2021-03-19,edinburgh,2021,3,Spring
8.9,0.0,2021-03-20,edinburgh,2021,3,Spring
6.6,0.0,2021-03-21,edinburgh,2021,3,Spring
7.6,0.0,2021-03-22,edinburgh,2021,3,Spring
7.9,0.7,2021-03-23,edinburgh,2021,3,Spring
7.2,1.2,2021-03-24,edinburgh,2021,3,Spring
8.0,0.3,2021-03-25,edinburgh,2021,3,Spring
6.2,3.8,2021-03-26,edinburgh,2021,3,Spring
5.6,2.0,2021-03-27,edinburgh,2021,3,Spring
10.2,11.2,2021-03-28,edinburgh,2021,3,Spring
13.5,2.8,2021-03-29,edinburgh,2021,3,Spring
11.8,0.0,2021-03-30,edinburgh,2021,3,Spring
7.4,2.0,2021-03-31,edinburgh,2021,3,Spring
4.3,0.0,2021-04-01,edinburgh,2021,4,Spring
4.6,0.0,2021-04-02,edinburgh,2021,4,Spring
6.6,0.0,2021-04-03,edinburgh,2021,4,Spring
6.8,0.1,2021-04-04,edinburgh,2021,4,Spring
2.2,0.5,2021-04-05,edinburgh,2021,4,Spring
1.1,0.2,2021-04-06,edinburgh,2021,4,Spring
